postal_code,latitude,longitude
8950,50.7446053,2.8249908
8953,50.787402,2.925906
8954,50.7886308,2.8873843
8956,50.7850938,2.8416103
8957,50.763667299999994,2.89778615
8970,50.85558,2.72704
8972,50.918879,2.6247955
8978,50.8537219,2.6203687
8980,50.84788,3.0243173
9000,51.0539045,3.7206789000000002
9030,51.07991425,3.67652245
9031,51.0575994,3.65965415
9032,51.0887329,3.7133693
9040,51.057967000000005,3.7520186000000004
9041,51.079384950000005,3.7579091
9042,51.15658445,3.8263878499999997
9050,51.0315098,3.7674868
9051,51.021712699999995,3.6756771
9052,51.0088559,3.7022004
9060,51.1987114,3.8119772
9070,51.0327472,3.8021792000000003
9080,51.0955815,3.8418595
9090,51.0012374,3.8051711
9100,51.170429999999996,4.1469148449999995
9111,51.14635,4.08824
9112,51.1536466,4.0434534
9120,51.2141271,4.252182
